date,tmax_obs,tmin_obs,prcp_obs
2024-04-20,11.6,3.7,0.8
2024-04-21,10.5,2.5,0.0
2024-04-22,10.5,1.8,0.0
2024-04-23,11.9,1.3,0.0
2024-04-24,9.5,0.8,0.0
2024-04-25,12.6,1.8,0.0
2024-04-26,14.9,5.6,0.0
2024-04-27,17.5,3.8,4.3
2024-04-28,15.2,9.4,4.6
2024-04-29,14.6,7.8,0.0
2024-04-30,20.8,7.8,0.0
2024-05-01,23.0,10.0,5.2
2024-05-02,17.0,9.9,2.3
2024-05-03,15.7,8.9,12.4
2024-05-04,15.6,4.7,0.0
2024-05-05,20.5,11.5,0.0
2024-05-06,15.0,10.5,17.5
2024-05-07,16.8,8.1,0.0
2024-05-08,17.9,9.0,2.0
2024-05-09,20.3,8.8,0.0
2024-05-10,23.5,9.8,0.0
2024-05-11,26.2,9.7,0.0
2024-05-12,25.6,10.0,0.0
2024-05-13,23.5,14.2,0.5
2024-05-14,21.8,9.8,0.0
2024-05-15,18.1,11.9,5.8
2024-05-16,16.0,9.6,4.6
2024-05-17,20.7,10.0,0.0
2024-05-18,19.3,8.7,1.0
2024-05-19,20.9,9.2,0.1
2024-05-20,24.4,11.7,0.5
2024-05-21,19.9,12.3,0.0
2024-05-22,19.7,12.5,2.0
2024-05-23,19.4,11.7,4.1
2024-05-24,20.2,7.6,0.5
2024-05-25,22.3,7.0,0.0
2024-05-26,20.4,10.5,0.0
2024-05-27,18.9,12.2,0.0
2024-05-28,20.7,8.7,0.0
2024-05-29,21.0,10.7,0.0
2024-05-30,19.1,11.6,8.1
2024-05-31,19.1,10.7,4.8
2024-06-01,20.3,10.7,0.5
2024-06-02,19.2,13.4,0.0
2024-06-03,18.0,13.7,0.5
2024-06-04,23.4,8.3,0.0
2024-06-05,26.1,12.2,0.0
2024-06-06,26.5,11.8,0.0
2024-06-07,27.3,13.3,0.3
2024-06-08,24.2,14.2,0.0
2024-06-09,22.1,13.7,6.9
2024-06-10,23.0,9.6,0.0
2024-06-11,19.8,8.7,0.0
2024-06-12,20.2,6.5,0.0
2024-06-13,21.1,7.0,0.0
2024-06-14,22.6,12.5,2.0
2024-06-15,20.2,12.7,13.2
2024-06-16,20.1,9.7,0.3
2024-06-17,20.5,14.2,5.2
2024-06-18,28.1,12.3,5.6
2024-06-19,27.4,16.0,0.0
2024-06-20,24.6,17.2,9.6
2024-06-21,24.9,16.8,22.4
2024-06-22,20.3,14.2,0.0
2024-06-23,22.0,12.4,7.1
2024-06-24,28.0,15.7,0.0
2024-06-25,29.5,15.4,0.0
2024-06-26,30.3,17.4,0.0
2024-06-27,32.2,16.9,0.5
2024-06-28,29.8,17.0,0.0
2024-06-29,31.7,18.4,0.0
2024-06-30,21.0,15.5,24.6
2024-07-01,24.2,12.5,4.6
2024-07-02,21.3,13.6,0.0
2024-07-03,20.5,13.2,0.5
2024-07-04,24.1,15.3,2.5
2024-07-05,25.7,10.1,1.5
2024-07-06,23.4,14.1,0.3
2024-07-07,23.5,9.7,27.2
2024-07-08,27.4,10.3,0.0
2024-07-09,31.6,14.6,0.0
2024-07-10,27.2,18.4,6.1
2024-07-11,29.2,17.0,0.5
2024-07-12,26.2,16.2,0.8
2024-07-13,24.4,10.6,0.0
2024-07-14,24.5,10.0,0.0
2024-07-15,29.6,14.0,2.8
2024-07-16,26.1,16.0,3.3
2024-07-17,26.6,15.0,0.0
2024-07-18,30.1,14.8,0.0
2024-07-19,32.1,16.0,0.0
2024-07-20,33.3,17.8,0.0
2024-07-21,30.1,18.5,0.5
2024-07-22,26.3,18.8,0.3
2024-07-23,25.6,14.6,0.3
2024-07-24,24.6,14.8,0.0
2024-07-25,28.9,15.4,0.0
2024-07-26,30.8,14.3,0.0
2024-07-27,27.4,19.5,0.5
2024-07-28,26.8,17.6,0.0
2024-07-29,31.6,16.2,0.0
2024-07-30,36.3,18.8,0.0
2024-07-31,34.1,21.3,0.0
2024-08-01,28.1,20.4,0.0
2024-08-02,28.0,17.4,4.3
2024-08-03,27.7,17.5,0.2
2024-08-04,25.1,14.5,0.0
2024-08-05,29.4,13.6,0.3
2024-08-06,31.4,16.7,0.0
2024-08-07,29.7,19.4,0.0
2024-08-08,27.6,16.4,0.0
2024-08-09,30.8,15.2,0.0
2024-08-10,31.3,17.3,0.0
2024-08-11,33.5,19.3,0.0
2024-08-12,35.0,20.0,0.0
2024-08-13,33.7,20.2,0.0
2024-08-14,27.3,18.6,16.5
2024-08-15,29.3,17.4,12.7
2024-08-16,29.5,20.1,0.0
2024-08-17,28.5,15.6,0.0
2024-08-18,22.8,16.9,0.5
2024-08-19,25.0,14.0,9.9
2024-08-20,27.4,14.2,0.0
2024-08-21,24.5,14.1,0.0
2024-08-22,26.0,10.2,0.0
2024-08-23,28.4,11.0,0.4
2024-08-24,32.5,15.0,0.0
2024-08-25,23.1,14.3,25.9
2024-08-26,23.5,9.7,0.0
2024-08-27,26.6,13.1,0.0
2024-08-28,31.5,14.0,0.0
2024-08-29,32.5,16.6,0.0
2024-08-30,30.4,19.4,0.0
2024-08-31,31.6,19.7,0.0
2024-09-01,31.0,18.5,5.6
2024-09-02,28.5,18.4,0.0
2024-09-03,29.4,15.9,0.3
2024-09-04,21.9,17.5,0.0
2024-09-05,20.4,14.4,3.3
2024-09-06,23.1,11.8,4.3
2024-09-07,24.0,14.5,0.0
2024-09-08,23.5,15.4,23.1
2024-09-09,20.1,14.4,0.5
2024-09-10,19.8,13.5,3.3
2024-09-11,16.5,9.8,0.0
2024-09-12,15.7,7.3,0.2
2024-09-13,16.0,6.8,0.0
2024-09-14,16.6,7.4,0.0
2024-09-15,18.1,6.9,0.0
2024-09-16,17.9,9.4,0.0
2024-09-17,20.1,13.9,0.0
2024-09-18,21.7,11.6,0.0
2024-09-19,22.2,10.6,0.3
2024-09-20,24.7,11.4,0.0
2024-09-21,24.3,12.0,0.0
2024-09-22,19.7,15.5,1.5
2024-09-23,20.9,14.2,0.5
2024-09-24,17.3,12.6,0.8
2024-09-25,18.4,12.3,1.0
2024-09-26,17.3,15.0,7.9
2024-09-27,17.1,11.9,13.2
2024-09-28,15.1,6.3,2.3
2024-09-29,14.0,3.6,0.0
2024-09-30,21.5,9.7,0.3
2024-10-01,17.4,12.0,0.0
2024-10-02,14.4,8.5,0.0
2024-10-03,15.2,10.5,0.3
2024-10-04,15.2,7.8,0.0
2024-10-05,16.2,5.0,0.3
2024-10-06,15.3,4.8,0.0
2024-10-07,18.7,13.3,0.0
2024-10-08,17.9,12.7,39.1
2024-10-09,22.1,11.9,1.3
2024-10-10,19.6,12.3,3.6
2024-10-11,16.2,7.4,5.8
2024-10-12,13.6,5.4,7.1
2024-10-13,17.2,11.7,7.1
2024-10-14,21.5,8.8,0.3
2024-10-15,19.5,11.9,0.3
2024-10-16,21.5,12.2,0.0
2024-10-17,19.0,15.3,2.3
2024-10-18,17.1,13.3,3.8
2024-10-19,18.2,9.3,0.5
2024-10-20,18.6,6.7,0.2
2024-10-21,20.4,8.7,0.3
2024-10-22,17.5,12.9,0.6
2024-10-23,16.5,9.4,0.0
2024-10-24,15.6,8.8,0.0
2024-10-25,22.1,8.4,0.5
2024-10-26,20.0,10.9,0.3
2024-10-27,21.7,10.5,0.0
2024-10-28,21.6,9.5,0.2
2024-10-29,19.5,7.4,0.3
2024-10-30,19.5,8.0,0.0
2024-10-31,13.7,9.9,0.0
2024-11-01,10.6,8.8,0.0
2024-11-02,10.3,7.6,0.0
2024-11-03,9.4,8.0,0.0
2024-11-04,8.6,5.8,0.0
2024-11-05,10.5,6.7,0.0
2024-11-06,15.6,6.8,0.0
2024-11-07,12.9,9.3,0.0
2024-11-08,10.4,8.0,0.0
2024-11-09,10.9,8.8,0.0
2024-11-10,10.0,6.4,0.0
2024-11-11,10.5,6.3,0.0
2024-11-12,9.9,5.7,0.3
2024-11-13,8.0,4.1,0.3
2024-11-14,9.3,1.9,0.0
2024-11-15,8.7,3.7,0.0
2024-11-16,5.4,-0.3,0.0
2024-11-17,7.0,2.5,0.0
2024-11-18,11.0,4.7,0.0
2024-11-19,11.0,7.9,21.6
2024-11-20,7.9,1.0,2.3
2024-11-21,1.0,-3.3,19.9
2024-11-22,2.5,-5.3,3.8
2024-11-23,6.4,-4.7,0.6
2024-11-24,16.3,3.0,0.8
2024-11-25,17.2,9.6,0.0
2024-11-26,12.7,4.7,9.4
2024-11-27,12.2,2.8,0.0
2024-11-28,11.8,1.1,0.0
2024-11-29,8.4,0.5,0.5
2024-11-30,2.5,0.5,0.0
2024-12-01,5.0,2.0,0.0
2024-12-02,10.2,3.5,0.0
2024-12-03,9.1,4.0,0.0
2024-12-04,8.2,0.6,0.0
2024-12-05,4.8,-3.6,0.0
2024-12-06,11.1,4.0,7.1
2024-12-07,9.1,4.4,0.0
2024-12-08,7.4,4.3,0.0
2024-12-09,6.4,4.0,1.3
2024-12-10,4.6,2.7,0.0
2024-12-11,6.0,1.0,0.5
2024-12-12,3.3,-1.4,0.0
2024-12-13,0.6,-1.4,0.0
2024-12-14,4.2,-1.3,0.0
2024-12-15,6.0,1.3,0.5
2024-12-16,6.5,0.7,0.0
2024-12-17,5.3,2.9,0.0
2024-12-18,11.3,1.3,0.0
2024-12-19,10.5,3.1,0.0
2024-12-20,6.6,2.4,0.0
2024-12-21,6.7,3.0,0.0
2024-12-22,8.5,1.7,16.4
2024-12-23,6.0,1.9,5.3
2024-12-24,6.0,-0.7,0.0
2024-12-25,8.1,1.0,0.0
2024-12-26,6.5,-0.3,0.0
2024-12-27,1.6,-5.1,0.0
2024-12-28,-0.5,-2.4,0.0
2024-12-29,0.2,-2.1,0.0
2024-12-30,0.4,-1.2,0.0
2024-12-31,-0.8,-2.4,0.0
2025-01-01,3.1,-2.2,0.0
2025-01-02,6.4,1.8,0.0
2025-01-03,5.6,-3.4,12.4
2025-01-04,0.6,-6.2,6.6
2025-01-05,13.2,-2.2,10.7
2025-01-06,13.5,6.8,2.0
2025-01-07,9.2,4.6,1.3
2025-01-08,11.6,6.0,8.6
2025-01-09,12.5,2.3,7.4
2025-01-10,3.6,1.4,0.1
2025-01-11,3.4,-1.7,0.0
2025-01-12,3.2,-3.2,0.0
2025-01-13,3.0,-3.1,0.0
2025-01-14,3.0,-4.0,0.0
2025-01-15,5.0,-6.0,0.1
2025-01-16,7.0,-1.0,0.0
2025-01-17,1.0,-5.0,0.0
2025-01-18,4.0,-5.0,0.0
2025-01-19,-1.0,-5.0,0.0
2025-01-20,0.0,-3.0,0.0
2025-01-21,0.0,-2.0,0.0
2025-01-22,11.0,-2.0,3.4
2025-01-23,10.0,3.9,5.6
2025-01-24,9.0,1.0,0.0
2025-01-25,16.0,8.0,8.9
2025-01-26,10.0,4.0,0.7
2025-01-27,12.0,7.0,8.9
2025-01-28,10.0,6.0,2.5
2025-01-29,11.0,5.0,2.3
2025-01-30,9.0,5.0,6.7
2025-01-31,7.0,1.0,0.0
2025-02-01,6.0,-1.0,0.0
2025-02-02,4.0,-2.0,0.0
2025-02-03,2.0,0.0,0.0
2025-02-04,1.0,0.0,0.0
2025-02-05,7.0,-1.0,0.0
2025-02-06,5.0,2.0,0.0
2025-02-07,8.0,-2.0,0.0
2025-02-08,8.0,1.0,0.6
2025-02-09,6.0,2.0,1.5
2025-02-10,9.0,4.0,6.3
2025-02-11,8.0,4.0,6.4
2025-02-12,11.0,6.0,1.1
2025-02-13,7.0,4.0,8.4
2025-02-14,4.0,-1.0,0.0
2025-02-15,5.0,-4.0,0.0
2025-02-16,8.0,-4.0,0.0
2025-02-17,8.0,-2.0,0.0
2025-02-18,9.0,-2.0,0.0
2025-02-19,13.0,-1.0,0.3
2025-02-20,16.0,6.0,1.1
2025-02-21,14.0,3.0,0.0
2025-02-22,14.0,9.0,1.6
2025-02-23,15.0,4.0,0.4
2025-02-24,13.0,2.0,0.6
2025-02-25,14.0,6.0,12.9
2025-02-26,10.0,5.0,1.6
2025-02-27,11.0,4.0,1.0
2025-02-28,7.1,1.0,0.0
2025-03-01,9.0,1.0,0.0
2025-03-02,11.0,1.0,0.0
2025-03-03,13.0,-2.0,0.0
2025-03-04,15.0,0.0,0.0
2025-03-05,17.0,0.0,0.0
2025-03-06,17.0,-1.0,0.0
2025-03-07,17.0,0.0,0.0
2025-03-08,18.0,1.0,0.0
2025-03-09,18.0,3.0,0.6
2025-03-10,16.0,6.0,5.4
2025-03-11,15.0,3.0,1.2
2025-03-12,8.0,5.5,3.7
2025-03-13,6.0,1.0,4.6
2025-03-14,6.0,0.0,0.0
2025-03-15,5.0,2.0,0.0
2025-03-16,6.0,1.0,0.0
2025-03-17,11.0,3.0,0.0
2025-03-18,15.0,-1.0,0.0
2025-03-19,16.0,0.0,0.0
2025-03-20,18.0,2.0,0.0
2025-03-21,20.0,7.0,0.0
2025-03-22,17.0,9.0,5.3
2025-03-23,16.0,7.0,0.9
2025-03-24,17.0,4.0,0.0
2025-03-25,17.0,8.0,0.0
2025-03-26,14.0,6.0,0.1
2025-03-27,15.0,7.0,0.0
2025-03-28,17.0,3.0,0.0
2025-03-29,13.0,4.0,0.4
2025-03-30,15.0,2.0,0.0
2025-03-31,14.0,5.0,0.0
2025-04-01,14.0,4.0,0.0
2025-04-02,17.0,4.0,0.0
2025-04-03,20.0,4.0,0.0
2025-04-04,22.0,6.0,0.0
2025-04-05,23.0,6.0,0.0
2025-04-06,18.0,8.0,0.0
2025-04-07,18.0,3.0,0.0
2025-04-08,19.0,2.0,0.0
2025-04-09,19.0,5.0,0.0
2025-04-10,20.0,7.0,0.0
2025-04-11,22.0,5.0,0.0
2025-04-12,19.0,5.0,1.8
2025-04-13,18.0,12.0,1.1
2025-04-14,19.0,9.0,2.6
2025-04-15,18.0,12.0,8.8
2025-04-16,12.0,8.0,9.0
2025-04-17,10.0,7.0,0.0
2025-04-18,14.0,4.0,0.0
2025-04-19,21.0,4.0,0.0
2025-04-20,18.0,9.0,0.0
2025-04-21,15.0,9.0,2.9
2025-04-22,18.0,7.0,0.3
2025-04-23,13.0,8.0,3.9
2025-04-24,16.0,5.0,0.5
2025-04-25,16.0,8.0,0.5
2025-04-26,17.0,8.0,0.0
2025-04-27,18.0,11.0,0.0
2025-04-28,23.0,8.0,0.0
2025-04-29,25.0,9.0,0.0
2025-04-30,26.0,11.0,0.0
2025-05-01,26.0,10.0,0.0
2025-05-02,26.0,8.0,0.0
2025-05-03,26.0,14.0,0.1
2025-05-04,18.0,11.0,3.4
2025-05-05,13.0,8.0,1.5
2025-05-06,14.0,8.0,0.0
2025-05-07,17.0,9.0,0.0
2025-05-08,18.0,6.0,0.1
2025-05-09,19.0,8.0,0.0
2025-05-10,23.0,6.0,0.4
2025-05-11,24.0,8.0,1.5
2025-05-12,17.0,12.0,3.7
2025-05-13,20.0,10.0,0.0
2025-05-14,24.0,10.0,0.1
2025-05-15,22.0,10.0,0.0
2025-05-16,20.0,8.0,0.0
2025-05-17,20.0,8.0,0.0
2025-05-18,22.0,7.0,0.0
2025-05-19,23.0,9.0,0.5
2025-05-20,22.0,13.0,6.7
2025-05-21,23.0,11.0,1.0
2025-05-22,17.0,11.0,11.6
2025-05-23,18.0,9.0,0.8
2025-05-24,20.0,4.0,0.0
2025-05-25,21.0,11.0,0.4
2025-05-26,20.0,13.0,2.6
2025-05-27,21.0,10.0,0.0
2025-05-28,18.0,12.0,3.3
2025-05-29,25.0,9.0,0.2
2025-05-30,29.0,10.0,0.0
2025-05-31,31.0,12.0,0.2
2025-06-01,28.0,15.0,4.1
2025-06-02,20.0,15.5,0.7
2025-06-03,22.0,12.0,6.9
2025-06-04,18.0,15.0,6.9
2025-06-05,21.0,13.0,0.4
2025-06-06,23.0,17.0,1.0
2025-06-07,21.0,13.0,1.8
2025-06-08,21.0,13.0,0.1
2025-06-09,24.0,8.0,0.0
2025-06-10,26.0,8.0,0.0
2025-06-11,29.0,13.0,0.0
2025-06-12,32.0,15.0,0.0
2025-06-13,33.0,18.0,0.0
2025-06-14,34.0,18.0,0.0
2025-06-15,25.0,16.1,23.4
2025-06-16,24.4,13.2,0.0
2025-06-17,28.0,13.9,0.0
2025-06-18,29.0,15.0,0.0
2025-06-19,31.0,17.0,0.0
2025-06-20,32.0,19.6,0.0
2025-06-21,33.0,19.0,0.0
2025-06-22,35.0,17.0,0.0
2025-06-23,29.0,19.0,0.0
2025-06-24,31.0,15.0,0.0
2025-06-25,34.0,16.0,0.0
2025-06-26,28.0,18.0,4.8
2025-06-27,31.0,16.5,0.0
2025-06-28,32.0,18.0,0.0
2025-06-29,34.0,21.0,0.0
2025-06-30,36.0,20.0,0.0
2025-07-01,37.0,19.0,0.0
2025-07-02,37.2,20.0,0.0
2025-07-03,28.0,20.0,0.0
2025-07-04,29.0,16.0,0.0
2025-07-05,31.0,15.0,0.0
2025-07-06,25.0,15.0,4.7
2025-07-07,21.0,15.0,3.0
2025-07-08,21.0,12.0,8.4
2025-07-09,24.0,9.0,0.0
2025-07-10,27.0,11.0,0.0
2025-07-11,29.0,14.0,0.0
2025-07-12,29.8,16.5,0.0
2025-07-13,31.1,16.8,0.6
2025-07-14,30.0,18.6,1.0
2025-07-15,27.0,19.0,0.0
2025-07-16,25.0,16.0,0.0
2025-07-17,28.0,17.0,0.2
2025-07-18,30.0,15.0,0.0
2025-07-19,25.0,18.0,1.3
2025-07-20,28.0,16.2,0.6
2025-07-21,25.0,17.0,1.7
2025-07-22,23.0,16.6,0.0
2025-07-23,26.0,14.0,9.0
2025-07-24,23.0,14.0,3.3
2025-07-25,25.0,16.0,4.2
2025-07-26,25.9,15.0,0.7
2025-07-27,23.0,15.0,4.1
2025-07-28,22.0,15.0,1.3
2025-07-29,24.0,14.0,0.1
2025-07-30,24.0,15.0,0.3
2025-07-31,26.0,14.0,0.0
2025-08-01,23.0,16.0,2.6
2025-08-02,22.0,14.0,6.9
2025-08-03,24.0,11.0,0.0
2025-08-04,28.0,12.0,0.0
2025-08-05,26.0,16.0,0.0
2025-08-06,25.0,13.0,0.4
2025-08-07,30.0,12.0,0.0
2025-08-08,34.0,13.0,0.0
2025-08-09,36.0,17.0,0.0
2025-08-10,32.0,18.0,0.0
2025-08-11,34.0,18.0,0.0
2025-08-12,39.0,18.0,0.0
2025-08-13,38.0,20.0,0.0
2025-08-14,36.0,20.0,0.2
2025-08-15,36.0,21.0,0.0
2025-08-16,33.0,21.0,0.0
2025-08-17,30.0,17.0,0.0
2025-08-18,30.0,17.0,0.0
2025-08-19,30.0,16.0,3.3
2025-08-20,22.0,18.0,6.2
2025-08-21,19.0,17.0,12.7
2025-08-22,23.0,14.0,0.0
2025-08-23,23.0,11.0,0.0
2025-08-24,24.0,11.0,0.0
2025-08-25,28.0,11.0,0.0
2025-08-26,31.0,11.0,3.3
2025-08-27,26.0,16.0,42.5
2025-08-28,23.1,15.9,20.0
2025-08-29,20.0,12.7,6.4
2025-08-30,23.0,13.0,0.1
2025-08-31,26.0,15.0,15.8
2025-09-01,22.0,14.0,13.8
2025-09-02,22.0,12.0,0.2
2025-09-03,26.0,16.0,0.0
2025-09-04,22.0,13.9,17.9
2025-09-05,20.0,12.0,0.3
2025-09-06,23.3,10.0,0.0
2025-09-07,29.0,11.0,0.2
2025-09-08,22.0,16.9,45.2
2025-09-09,20.2,14.3,5.5
2025-09-10,22.0,12.0,0.2
2025-09-11,21.0,14.0,2.6
2025-09-12,19.0,12.0,2.2
2025-09-13,20.0,11.0,0.4
2025-09-14,21.2,14.7,2.8
2025-09-15,22.0,16.3,0.0
2025-09-16,19.0,11.0,0.0
2025-09-17,22.2,9.0,0.0
2025-09-18,26.2,8.0,0.0
2025-09-19,28.2,9.0,0.0
2025-09-20,29.0,13.0,0.0
2025-09-21,20.0,12.6,17.9
2025-09-22,12.3,10.3,14.9
2025-09-23,12.0,8.4,6.1
2025-09-24,14.0,8.0,1.9
2025-09-25,14.2,10.6,1.2
2025-09-26,12.7,10.0,5.1
2025-09-27,16.0,8.8,0.0
2025-09-28,18.0,6.9,0.0
2025-09-29,17.0,7.9,0.0
2025-09-30,19.0,6.9,0.0
2025-10-01,17.0,7.5,0.0
2025-10-02,16.0,6.5,0.0
2025-10-03,15.0,7.0,1.7
2025-10-04,18.0,10.6,8.5
2025-10-05,14.1,6.0,2.4
2025-10-06,16.0,5.2,0.0
2025-10-07,18.6,7.1,0.0
2025-10-08,14.0,8.0,0.0
2025-10-09,18.1,11.6,0.0
2025-10-10,16.7,9.8,0.0
2025-10-11,16.2,8.9,0.0
2025-10-12,15.3,8.9,0.0
2025-10-13,14.8,8.1,0.0
2025-10-14,13.7,7.8,0.0
2025-10-15,13.0,6.3,0.0
2025-10-16,13.1,6.4,0.0
2025-10-17,12.2,5.1,0.0
2025-10-18,14.5,6.9,0.0
